osm_id,name:en,latitude,longitude
"6463630986",Guava,40.1521772,44.4957700
"6487816285",Max Mara,40.1894996,44.5175867
"6622739817",,40.1711161,44.5204209
"6702475584",,40.1872058,44.5647890
"6723709359",,40.1974990,44.4981047
"6758836886",Jeans,40.1808614,44.5081260
"6758842186",,40.1777150,44.5034678
"6758853885",,40.1792630,44.5063123
"6788851690",,40.1857361,44.5168639
"6811497186",,40.1874410,44.5095988
"6815217823",Lola,40.1681800,44.5149414
"6824895529",Uniforms,40.1977932,44.5016980
"6993685423",,40.1851430,44.5174942
"7035771400",,40.1825852,44.5169515
"7035781818",,40.1785555,44.5043127
"7036152343",,40.1857257,44.5176636
"7036578313",,40.1791493,44.5096497
"7036695531",,40.1793925,44.4878936
"7424896177",,40.1509279,44.4853961
"7424896178",,40.1509387,44.4855222
"7424896179",,40.1509494,44.4856629
"7424896182",,40.1511171,44.4875345
"7424896183",,40.1510535,44.4868492
"7424896184",,40.1510371,44.4866896
"7459504466","""mr Goodlife""",40.1829092,44.5170241
"7750456210",,40.1671330,44.4443753
