osm_id,name:en,latitude,longitude
"7443076636",,40.1926872,44.4620653
"7443962659",,40.1736084,44.5686633
"7475252650",,40.1940670,44.4247655
"7475252653",,40.1904971,44.4263723
"7475252656",,40.1888496,44.4252425
"7475252658",,40.1889436,44.4254234
"7475252659",,40.1892905,44.4220337
"7475252662",,40.1891511,44.4217570
"7475252663",,40.1871201,44.4219891
"7475252664",,40.1872811,44.4218518
"7475276241",,40.1856555,44.4444714
"7475276244",,40.1858670,44.4469124
"7475276264",,40.1837873,44.4486444
"7475276267",,40.1836680,44.4486044
"7475284191",,40.1869114,44.4256229
"7475284193",,40.1867958,44.4253929
"7475284195",,40.1849723,44.4303739
"7475284197",,40.1851294,44.4301816
"7475284204",,40.1828634,44.4334867
"7475284205",,40.1829838,44.4333119
"7475284208",,40.1811615,44.4391090
"7475284213",,40.1839185,44.4437796
"7475339846",,40.1816538,44.4478669
"7475339849",,40.1801702,44.4467148
"7475339852",,40.1805842,44.4444806
"7475339853",,40.1805445,44.4446905
"7475373109",,40.1784669,44.4404197
"7475373111",,40.1780203,44.4400322
"7475373113",,40.1765205,44.4387788
"7475373115",,40.1741061,44.4379380
"7475373117",,40.1737499,44.4379157
"7475434756",,40.1733947,44.4401567
"7475434757",,40.1735945,44.4401169
"7475434758",,40.1738121,44.4439553
"7475626474",,40.1732048,44.4574626
"7475626476",,40.1725266,44.4570151
"7475670542",,40.1671779,44.4572242
"7475670543",,40.1652803,44.4602617
"7475670549",,40.1652835,44.4607331
"7475696812",,40.1643972,44.4637588
"7475696813",,40.1643091,44.4636080
"7475696815",,40.1616208,44.4671061
"7475696830",,40.1618201,44.4668355
"7475753906",,40.1663081,44.4826876
"7475753907",,40.1663195,44.4824104
"7476072086",,40.1847793,44.5325732
"7476072087",,40.1915535,44.5313029
"7476072088",,40.1908035,44.5295867
"7476072089",,40.1905268,44.5295528
"7476072091",,40.1878947,44.5269888
"7476132032",,40.1842902,44.5369525
"7500807575",,40.1935261,44.4736740
"7500834275",,40.1959141,44.4791682
"7500874192",,40.1962061,44.4744292
"7500875670",,40.2355619,44.4529220
"7500875671",,40.2352507,44.4527219
"7500875672",,40.2340067,44.4519513
"7500875673",,40.2284224,44.4470047
"7500875675",,40.2249549,44.4516818
"7500875676",,40.2203236,44.4595111
"7500902611",,40.2038062,44.4802073
"7500902612",,40.2020157,44.4799585
"7500902613",,40.1976391,44.4793941
"7500907705",,40.2105806,44.4760983
"7500907706",,40.2080992,44.4767681
"7501007209",,40.2156018,44.4667484
"7501007210",,40.2143277,44.4725130
"7501492385",,40.1908193,44.4794657
"7501492386",,40.1907817,44.4797042
"7501492387",,40.1955814,44.4789429
"7501492388",,40.1987187,44.4793691
"7501492389",,40.2021603,44.4798425
"7501492390",,40.2043902,44.4801315
"7501532386",,40.2055751,44.4769032
"7501532387",,40.2053112,44.4772109
"7501752659",,40.2149827,44.4709854
"7527985658",,40.1387217,44.4594852
"7527985660",,40.1402699,44.4614417
"7527985662",,40.1405283,44.4617682
"7527985665",,40.1425029,44.4642635
"7528063000",,40.1430146,44.4644732
"7528063003",,40.1433631,44.4640309
"7528101345",,40.1456589,44.4632999
"7528103407",,40.1440616,44.4631383
"7528143371",,40.1453029,44.4627828
"7528565987",,40.1539905,44.4783285
"7528565989",,40.1542768,44.4784169
"7528646295",,40.1507597,44.4737673
"7528659826",,40.1494529,44.4722921
"7528659828",,40.1477091,44.4682148
"7528659831",,40.1481120,44.4689335
"7528745618",,40.1549026,44.4794064
"7528745619",,40.1550497,44.4795975
"7528756550",,40.1562092,44.4811222
"7528756553",,40.1556194,44.4839269
"7528756564",,40.1570485,44.4857212
"7528756565",,40.1570782,44.4860475
"7528810237",,40.1555141,44.4881530
"7528810238",,40.1523243,44.4923361
"7528810242",,40.1519590,44.4960939
"7528810244",,40.1522033,44.4975778
"7528829381",,40.1527853,44.4989528
"7528829382",,40.1553480,44.5006150
"7528829383",,40.1563405,44.5015024
"7528833263",,40.1670536,44.5061056
"7528833264",,40.1671283,44.5058973
"7528833266",,40.1718805,44.5079545
"7528833268",,40.1699552,44.5077674
"7528834343",,40.1728819,44.5069264
"7528836285",,40.1570727,44.5016668
"7528836286",,40.1588521,44.5028569
"7528836288",,40.1607216,44.5032553
"7528836290",,40.1635770,44.5043574
"7528836292",,40.1637713,44.5042022
"7529109249",,40.1883481,44.5210735
"7529109397",,40.1859960,44.5183171
"7529357721",,40.2020273,44.5225973
"7529357722",,40.1997726,44.5202267
"7529357725",,40.1995668,44.5202601
"7529357735",,40.1961653,44.5167506
"7529357740",,40.1959728,44.5168474
"7529359315",,40.2101058,44.5283178
"7529359317",,40.2080116,44.5283306
"7529431963",,40.2102519,44.5279831
"7529431966",,40.2092181,44.5253117
"7529431967",,40.2089367,44.5245625
"7529499350",,40.2099237,44.5077734
"7529499353",,40.2121737,44.5077777
"7529499355",,40.2096471,44.5079523
"7529522828",,40.2092042,44.5200746
"7529522834",,40.2095950,44.5131355
"7529522836",,40.2096123,44.5128229
"7529522857",,40.2095181,44.5144882
"7529718058",,40.2030831,44.5233740
"7529718060",,40.2086453,44.5287232
"7544908671",,40.1374481,44.4633563
"7544913981",,40.1282789,44.4457049
"7544913983",,40.1281803,44.4455499
"7544921388",,40.1287790,44.4515116
"7544921391",,40.1288605,44.4514266
"7544921406",,40.1325824,44.4570785
"7544921407",,40.1324504,44.4569101
"7544921417",,40.1341546,44.4591215
"7544959583",,40.1404342,44.4672689
"7545071745",,40.1374124,44.4715592
"7545071747",,40.1376027,44.4715856
"7545126110",,40.1309071,44.4799724
"7545126112",,40.1308195,44.4802955
"7545126144",,40.1291730,44.4775274
"7545156215",,40.1310776,44.4831752
"7545156217",,40.1311822,44.4830651
"7545156256",,40.1333416,44.4865195
"7545268304",,40.1330724,44.4863635
"7545268311",,40.1377838,44.4909949
"7545268318",,40.1369237,44.4902490
"7545268319",,40.1382424,44.4910647
"7545496299",,40.1414761,44.4948540
"7545496300",,40.1415891,44.4946797
"7545625097",,40.1474047,44.4977601
"7545625098",,40.1477846,44.4975846
"7545659173",,40.1518049,44.4982267
"7545659174",,40.1519433,44.4990179
"7545659175",,40.1518381,44.4998388
"7545713293",,40.1508799,44.5027841
"7545713306",,40.1509180,44.5030831
"7545742030",,40.1504424,44.5096166
"7545762934",,40.2071670,44.5281785
"7545762935",,40.2070315,44.5283496
"7545762936",,40.2046739,44.5313809
"7545762937",,40.2044550,44.5316603
"7545762940",,40.2043670,44.5355234
"7545762941",,40.2042645,44.5354031
"7545762942",,40.2057054,44.5386701
"7545762943",,40.2056107,44.5388278
"7545762944",,40.2039556,44.5417153
"7545762945",,40.2038774,44.5425720
"7545777042",,40.2056886,44.5447065
"7545777043",,40.2060839,44.5451533
"7545777044",,40.2081918,44.5457345
"7545777046",,40.2084147,44.5455448
"7546060108",,40.1832874,44.5235116
"7546226474",,40.1288954,44.4768748
"7546238658",,40.1400487,44.4681155
"7590816233",,40.1507561,44.4543492
"7590816236",,40.1495040,44.4584275
"7590816237",,40.1495389,44.4583138
"7590816240",,40.1485899,44.4615332
"7590816241",,40.1486609,44.4612902
"7590816244",,40.1497039,44.4739494
"7590907314",,40.1506173,44.4765721
"7590907316",,40.1529574,44.4804713
"7590907317",,40.1529337,44.4808593
"7592527640",,40.1509481,44.4828576
"7592527641",,40.1513928,44.4837176
"7592527642",,40.1509494,44.4844229
"7592527643",,40.1510780,44.4844722
"7592579923",,40.1516352,44.4910359
"7592579924",,40.1515029,44.4910072
"7595215862",,40.1506397,44.5161022
"7595215869",,40.1501251,44.5231035
"7595245118",,40.1503508,44.5283147
"7595245120",,40.1504412,44.5280286
"7595245123",,40.1509094,44.5304820
"7595245164",,40.1560638,44.5407206
"7595279666",,40.1609809,44.5402507
"7595279671",,40.1628552,44.5331723
"7595279673",,40.1672812,44.5370291
"7595358153",,40.1661875,44.5449083
"7595364120",,40.1671688,44.5369554
"7595424041",,40.1716845,44.5513470
"7596103268",,40.1507908,44.5305806
"7596229478",,40.1625283,44.5340051
"7596234100",,40.1567365,44.5407679
"7596234102",,40.1608076,44.5404568
"7597998024",,40.1523911,44.5364549
"7597998025",,40.1523774,44.5367594
"7597998073",,40.1662535,44.5446748
"7597998075",,40.1718168,44.5512822
"7599696579",,40.1988811,44.5688500
"7599696581",,40.1988028,44.5687046
"7599704715",,40.2009953,44.5738762
"7599704717",,40.2010271,44.5740316
"7599722074",,40.2037669,44.5736673
"7599722075",,40.2061572,44.5714756
"7599722076",,40.2064102,44.5713690
"7599722080",,40.2009472,44.5827631
"7658249228",,40.1505538,44.5109251
"7658485260",,40.2064943,44.5776835
"7658485262",,40.2063396,44.5779410
"7658549803",,40.1853949,44.5974125
"7658549805",,40.1882103,44.5964630
"7661593726",,40.1549408,44.5146912
"7661593727",,40.1548336,44.5145919
